Id,Nombre,Apellidos,SalarioMensual,Deudas,RetencionFuente,Correo,Telefono,Cargo
329430,Kelly,Gutierrez,2376145,True,0.1,aaaa@hotmail.com,4832647,desarrollador senior
1383,Raul,Perez,3439201,True,0.1,dddd@hotmail.com,5022345,desarrollador junior
208583,Mauricio,Urrego,3127956,True,0.1,cccc@hotmail.com,4681204,desarrollador junior
31779,Ana,Urrego,2038063,True,0.1,aaaa@hotmail.com,4778030,desarrollador junior
254290,Mauricio,Gonzalez,2316296,True,0.1,bbbb@hotmail.com,4952682,arquitecto
209723,Pablo,Gomez,3892993,True,0.1,bbbb@hotmail.com,4600736,desarrollador senior
196064,Mauricio,Perez,2540172,True,0.1,bbbb@hotmail.com,4956884,arquitecto
331490,Andres,Gutierrez,4562524,True,0.1,aaaa@hotmail.com,4977988,desarrollador senior
298409,Manuela,Urrego,4017395,True,0.1,dddd@hotmail.com,5078136,arquitecto
77619,Ana,Gonzalez,4060171,True,0.1,aaaa@hotmail.com,4717528,arquitecto
312893,Ana,Montoya,1772100,True,0.1,cccc@hotmail.com,4763403,desarrollador senior
157358,Ana,Urrego,2636370,True,0.1,bbbb@hotmail.com,4745186,desarrollador junior
61641,Ana,Perez,3226519,True,0.1,bbbb@hotmail.com,5064529,desarrollador junior
189832,Pablo,Perez,4943031,True,0.1,bbbb@hotmail.com,5020446,desarrollador senior
493477,Raul,Peralta,2483736,True,0.1,aaaa@hotmail.com,4762596,desarrollador junior
352014,Andres,Gonzalez,3523935,True,0.1,bbbb@hotmail.com,4760919,arquitecto
77799,Juan,Gomez,3032520,True,0.1,aaaa@hotmail.com,4619620,arquitecto
346217,Mauricio,Urrego,2326826,True,0.1,cccc@hotmail.com,5026807,desarrollador junior
57610,Mauricio,Urrego,4721290,True,0.1,cccc@hotmail.com,4614661,desarrollador junior
205634,Kelly,Perez,1798512,True,0.1,dddd@hotmail.com,4672262,arquitecto
8386,Andres,Gutierrez,3253068,True,0.1,aaaa@hotmail.com,4989531,desarrollador junior
300518,Andres,Gomez,1667303,True,0.1,aaaa@hotmail.com,4776964,arquitecto
337944,Pablo,Peralta,1289946,True,0.1,aaaa@hotmail.com,4873877,desarrollador junior
135936,Isabel,Peralta,3678404,True,0.1,aaaa@hotmail.com,4935689,desarrollador junior
428356,Raul,Perez,3552750,True,0.1,bbbb@hotmail.com,5029729,desarrollador senior
474681,Mauricio,Gonzalez,3411699,True,0.1,bbbb@hotmail.com,4659639,desarrollador junior
170039,Mauricio,Gutierrez,4057100,True,0.1,aaaa@hotmail.com,4965026,desarrollador senior
436507,Veronica,Gonzalez,1674185,True,0.1,bbbb@hotmail.com,4943340,desarrollador junior
189993,Juan,Montoya,3741281,True,0.1,bbbb@hotmail.com,4644300,desarrollador senior
66937,Ana,Montoya,3084126,True,0.1,bbbb@hotmail.com,4601665,desarrollador junior
269791,Andres,Perez,3652399,True,0.1,aaaa@hotmail.com,4964022,arquitecto
187551,Pablo,Gonzalez,3896273,True,0.1,dddd@hotmail.com,4932640,arquitecto
337543,Veronica,Perez,2639818,True,0.1,dddd@hotmail.com,4984125,arquitecto
182872,Veronica,Peralta,2088613,True,0.1,aaaa@hotmail.com,4857359,arquitecto
443802,Isabel,Peralta,4083224,True,0.1,cccc@hotmail.com,4930767,desarrollador junior
163738,Manuela,Urrego,1748180,True,0.1,bbbb@hotmail.com,4761125,arquitecto
414975,Mauricio,Gomez,4034153,True,0.1,dddd@hotmail.com,4963426,desarrollador senior
191863,Mauricio,Montoya,3285323,True,0.1,dddd@hotmail.com,5036339,desarrollador junior
173213,Raul,Peralta,4835731,True,0.1,cccc@hotmail.com,4881760,desarrollador junior
455081,Juan,Gomez,2015064,True,0.1,dddd@hotmail.com,4751567,desarrollador junior
225710,Veronica,Gutierrez,2356513,True,0.1,cccc@hotmail.com,4742030,arquitecto
9552,Raul,Urrego,3547470,True,0.1,bbbb@hotmail.com,4772979,desarrollador junior
443498,Isabel,Perez,2351930,True,0.1,bbbb@hotmail.com,4821245,arquitecto
469784,Mauricio,Gutierrez,3840525,True,0.1,cccc@hotmail.com,4656122,desarrollador junior
16215,Andres,Urrego,1054881,True,0.1,aaaa@hotmail.com,4707141,desarrollador senior
321188,Manuela,Peralta,3433929,True,0.1,cccc@hotmail.com,5049822,desarrollador junior
227342,Kelly,Gomez,3480696,True,0.1,aaaa@hotmail.com,4861085,desarrollador junior
231712,Ana,Gutierrez,3638354,True,0.1,aaaa@hotmail.com,4872039,desarrollador senior
142485,Ana,Gonzalez,3650041,True,0.1,dddd@hotmail.com,4623810,arquitecto
233342,Mauricio,Montoya,1376150,True,0.1,bbbb@hotmail.com,4851409,desarrollador senior
476750,Juan,Gonzalez,2519305,True,0.1,aaaa@hotmail.com,4695166,arquitecto
215000,Veronica,Peralta,3218606,True,0.1,cccc@hotmail.com,4894031,desarrollador senior
320151,Mauricio,Peralta,3415035,True,0.1,bbbb@hotmail.com,4787776,arquitecto
10111,Pablo,Urrego,3439455,True,0.1,bbbb@hotmail.com,4777279,desarrollador junior
292144,Ana,Gomez,2257305,True,0.1,aaaa@hotmail.com,4610043,desarrollador junior
229991,Mauricio,Perez,4665484,True,0.1,cccc@hotmail.com,4903011,arquitecto
114688,Juan,Gutierrez,4245699,True,0.1,dddd@hotmail.com,4692978,arquitecto
471987,Manuela,Perez,3798908,True,0.1,dddd@hotmail.com,5021512,arquitecto
140520,Ana,Gutierrez,1893655,True,0.1,dddd@hotmail.com,4872258,arquitecto
279542,Isabel,Gutierrez,2184985,True,0.1,cccc@hotmail.com,4795775,desarrollador junior
18020,Kelly,Gonzalez,3045262,True,0.1,cccc@hotmail.com,5059310,arquitecto
362127,Andres,Gutierrez,4954029,True,0.1,cccc@hotmail.com,5000976,arquitecto
127508,Andres,Gutierrez,3826274,True,0.1,dddd@hotmail.com,4940795,arquitecto
453877,Juan,Perez,2760166,True,0.1,dddd@hotmail.com,4857447,desarrollador senior
124780,Kelly,Gomez,1799816,True,0.1,aaaa@hotmail.com,4996785,desarrollador junior
294555,Andres,Gonzalez,1890092,True,0.1,aaaa@hotmail.com,5028557,desarrollador junior
499365,Juan,Peralta,4225768,True,0.1,cccc@hotmail.com,5077656,desarrollador senior
498038,Raul,Peralta,4021791,True,0.1,dddd@hotmail.com,4669604,desarrollador junior
45491,Manuela,Montoya,1306667,True,0.1,bbbb@hotmail.com,4769545,arquitecto
332835,Juan,Gomez,2145359,True,0.1,dddd@hotmail.com,4725129,desarrollador junior
172562,Manuela,Peralta,2888448,True,0.1,dddd@hotmail.com,5073509,desarrollador junior
359163,Veronica,Gomez,3513638,True,0.1,cccc@hotmail.com,5012046,arquitecto
121943,Isabel,Peralta,1691202,True,0.1,cccc@hotmail.com,4895953,arquitecto
180898,Raul,Peralta,2864139,True,0.1,bbbb@hotmail.com,4676924,desarrollador junior
469613,Pablo,Peralta,4922459,True,0.1,dddd@hotmail.com,4907195,desarrollador junior
275609,Mauricio,Gutierrez,2942600,True,0.1,aaaa@hotmail.com,4811444,arquitecto
479811,Manuela,Urrego,1240915,True,0.1,aaaa@hotmail.com,5023985,desarrollador senior
96687,Raul,Gomez,2589527,True,0.1,bbbb@hotmail.com,4652461,desarrollador junior
346074,Isabel,Gutierrez,1594221,True,0.1,cccc@hotmail.com,4970433,arquitecto
141543,Manuela,Gonzalez,2559640,True,0.1,bbbb@hotmail.com,5015910,arquitecto
230300,Manuela,Gomez,3155081,True,0.1,dddd@hotmail.com,4719138,desarrollador senior
429279,Mauricio,Gonzalez,1002328,True,0.1,cccc@hotmail.com,4657361,desarrollador senior
491125,Isabel,Urrego,3543006,True,0.1,cccc@hotmail.com,4862126,desarrollador senior
224535,Raul,Gomez,1676147,True,0.1,aaaa@hotmail.com,4838429,desarrollador senior
450988,Juan,Perez,2834397,True,0.1,aaaa@hotmail.com,4860723,arquitecto
217079,Veronica,Peralta,3983458,True,0.1,aaaa@hotmail.com,5067475,arquitecto
103203,Raul,Montoya,3179188,True,0.1,cccc@hotmail.com,4637988,desarrollador junior
42967,Pablo,Perez,4814524,True,0.1,cccc@hotmail.com,5050242,desarrollador senior
330469,Raul,Gonzalez,2824549,True,0.1,dddd@hotmail.com,4779476,desarrollador senior
399620,Juan,Gomez,1060610,True,0.1,aaaa@hotmail.com,5050149,desarrollador senior
153527,Juan,Urrego,3265014,True,0.1,aaaa@hotmail.com,4611028,arquitecto
144359,Raul,Montoya,4112788,True,0.1,aaaa@hotmail.com,5029235,desarrollador junior
82748,Pablo,Gonzalez,1482216,True,0.1,bbbb@hotmail.com,5074033,desarrollador junior
389446,Raul,Urrego,3176222,True,0.1,aaaa@hotmail.com,4888773,desarrollador junior
160182,Raul,Gomez,4797212,True,0.1,dddd@hotmail.com,4699771,arquitecto
80569,Kelly,Montoya,4589633,True,0.1,cccc@hotmail.com,5076159,arquitecto
15757,Manuela,Gomez,3366141,True,0.1,dddd@hotmail.com,4954505,arquitecto
30287,Ana,Gutierrez,4242617,True,0.1,bbbb@hotmail.com,4738095,arquitecto
172657,Mauricio,Montoya,1698953,True,0.1,dddd@hotmail.com,4655858,desarrollador senior
463531,Raul,Gomez,3456302,True,0.1,dddd@hotmail.com,4700470,desarrollador senior
177020,Kelly,Gonzalez,2613660,True,0.1,dddd@hotmail.com,4968404,desarrollador senior
133939,Kelly,Gutierrez,2623379,True,0.1,dddd@hotmail.com,5081090,desarrollador junior
402505,Pablo,Gonzalez,2427231,True,0.1,aaaa@hotmail.com,4610820,desarrollador senior
317220,Pablo,Gutierrez,3346937,True,0.1,dddd@hotmail.com,4889936,desarrollador junior
464245,Isabel,Gonzalez,3209482,True,0.1,dddd@hotmail.com,4712261,desarrollador junior
35688,Isabel,Gonzalez,1467764,True,0.1,aaaa@hotmail.com,4881688,desarrollador senior
107916,Mauricio,Gutierrez,4289904,True,0.1,cccc@hotmail.com,4667288,desarrollador junior
178555,Mauricio,Gutierrez,3434376,True,0.1,bbbb@hotmail.com,5020870,desarrollador senior
259728,Mauricio,Urrego,2834404,True,0.1,dddd@hotmail.com,4997853,desarrollador junior
385582,Pablo,Urrego,4172727,True,0.1,aaaa@hotmail.com,4635152,desarrollador senior
2475,Veronica,Perez,1798013,True,0.1,aaaa@hotmail.com,4838304,desarrollador senior
352476,Isabel,Montoya,2438511,True,0.1,bbbb@hotmail.com,5044927,arquitecto
485919,Pablo,Montoya,3979093,True,0.1,dddd@hotmail.com,4636126,arquitecto
45732,Juan,Gonzalez,2238459,True,0.1,bbbb@hotmail.com,4923384,desarrollador junior
249410,Ana,Urrego,2801850,True,0.1,cccc@hotmail.com,4898591,desarrollador senior
302659,Andres,Gomez,1042789,True,0.1,bbbb@hotmail.com,4977449,desarrollador senior
214362,Mauricio,Perez,1500689,True,0.1,bbbb@hotmail.com,4812698,desarrollador senior
381295,Isabel,Montoya,4652842,True,0.1,cccc@hotmail.com,5009298,desarrollador senior
128825,Mauricio,Gutierrez,1033260,True,0.1,cccc@hotmail.com,4906986,desarrollador senior
478889,Juan,Peralta,4152173,True,0.1,bbbb@hotmail.com,5041924,desarrollador senior
468267,Ana,Gutierrez,3330389,True,0.1,aaaa@hotmail.com,4624168,arquitecto
225901,Andres,Peralta,3888385,True,0.1,dddd@hotmail.com,4649345,desarrollador junior
495271,Pablo,Gonzalez,2606610,True,0.1,bbbb@hotmail.com,4793348,arquitecto
390265,Raul,Gonzalez,4938237,True,0.1,cccc@hotmail.com,4907168,desarrollador junior
402751,Isabel,Perez,1173164,True,0.1,dddd@hotmail.com,4938432,desarrollador senior
250143,Manuela,Gonzalez,2262845,True,0.1,dddd@hotmail.com,4772000,desarrollador junior
473589,Kelly,Montoya,3571216,True,0.1,aaaa@hotmail.com,4772955,arquitecto
456483,Juan,Gutierrez,3702732,True,0.1,dddd@hotmail.com,4937037,desarrollador junior
207384,Manuela,Gonzalez,1267402,True,0.1,bbbb@hotmail.com,4729287,arquitecto
189333,Raul,Perez,4548116,True,0.1,bbbb@hotmail.com,4722901,arquitecto
40304,Juan,Urrego,4386729,True,0.1,aaaa@hotmail.com,4631394,arquitecto
154734,Raul,Gomez,1531921,True,0.1,aaaa@hotmail.com,4789692,desarrollador junior
459590,Manuela,Urrego,4980932,True,0.1,dddd@hotmail.com,5040712,desarrollador junior
401645,Andres,Gomez,3965977,True,0.1,aaaa@hotmail.com,4877222,arquitecto
144350,Juan,Gonzalez,1917105,True,0.1,bbbb@hotmail.com,4832622,arquitecto
206110,Kelly,Gonzalez,2408450,True,0.1,cccc@hotmail.com,5012948,desarrollador senior
85364,Juan,Urrego,4444751,True,0.1,cccc@hotmail.com,4818711,arquitecto
498136,Mauricio,Gonzalez,1493809,True,0.1,bbbb@hotmail.com,4981117,desarrollador senior
145861,Mauricio,Gonzalez,3298924,True,0.1,dddd@hotmail.com,4772588,desarrollador senior
36528,Manuela,Urrego,4960998,True,0.1,cccc@hotmail.com,4933861,desarrollador junior
345795,Kelly,Urrego,2500720,True,0.1,aaaa@hotmail.com,4677518,desarrollador senior
350386,Raul,Peralta,2955835,True,0.1,aaaa@hotmail.com,4833672,desarrollador junior
396284,Veronica,Peralta,3875073,True,0.1,bbbb@hotmail.com,4989028,desarrollador junior
60239,Veronica,Gonzalez,4276199,True,0.1,cccc@hotmail.com,4899315,desarrollador junior
222914,Pablo,Montoya,1495427,True,0.1,bbbb@hotmail.com,5010958,desarrollador senior
61987,Raul,Gutierrez,3857492,True,0.1,bbbb@hotmail.com,4859474,desarrollador junior
271565,Andres,Montoya,4002713,True,0.1,cccc@hotmail.com,4982580,desarrollador senior
363265,Ana,Urrego,1984442,True,0.1,dddd@hotmail.com,4955439,desarrollador senior
323267,Manuela,Urrego,4297430,True,0.1,aaaa@hotmail.com,4635587,desarrollador junior
168090,Pablo,Perez,2931272,True,0.1,aaaa@hotmail.com,4788001,desarrollador junior
373185,Andres,Urrego,1543486,True,0.1,dddd@hotmail.com,4810698,arquitecto
369845,Kelly,Perez,1610769,True,0.1,dddd@hotmail.com,4704778,desarrollador junior
111650,Andres,Gutierrez,3708073,True,0.1,dddd@hotmail.com,4625704,arquitecto
320823,Veronica,Gonzalez,1347548,True,0.1,cccc@hotmail.com,4720228,arquitecto
457597,Veronica,Gutierrez,4212737,True,0.1,dddd@hotmail.com,4916883,desarrollador junior
111713,Andres,Gomez,2577440,True,0.1,aaaa@hotmail.com,4938046,arquitecto
57505,Andres,Perez,4086107,True,0.1,cccc@hotmail.com,4896206,desarrollador senior
163354,Veronica,Gomez,3400389,True,0.1,dddd@hotmail.com,4652800,arquitecto
301425,Veronica,Gomez,2423155,True,0.1,dddd@hotmail.com,4700425,desarrollador senior
380159,Ana,Montoya,1851637,True,0.1,dddd@hotmail.com,4968521,arquitecto
144582,Raul,Gomez,1527865,True,0.1,cccc@hotmail.com,5002934,desarrollador senior
467469,Pablo,Montoya,4537088,True,0.1,aaaa@hotmail.com,5033318,desarrollador junior
474,Ana,Gutierrez,1169494,True,0.1,aaaa@hotmail.com,5013190,arquitecto
351816,Raul,Gonzalez,3258494,True,0.1,aaaa@hotmail.com,4754017,desarrollador junior
76958,Manuela,Montoya,3144168,True,0.1,aaaa@hotmail.com,4647041,desarrollador senior
373979,Veronica,Perez,4315168,True,0.1,cccc@hotmail.com,4851469,arquitecto
394828,Pablo,Perez,1456367,True,0.1,bbbb@hotmail.com,4685546,desarrollador senior
286908,Mauricio,Gomez,2232552,True,0.1,bbbb@hotmail.com,4980193,desarrollador junior
408009,Raul,Gutierrez,3200858,True,0.1,aaaa@hotmail.com,4842377,desarrollador senior
240775,Kelly,Gutierrez,4751027,True,0.1,cccc@hotmail.com,4787907,desarrollador senior
202875,Isabel,Urrego,2344763,True,0.1,aaaa@hotmail.com,4979658,arquitecto
450829,Juan,Peralta,4887063,True,0.1,bbbb@hotmail.com,4827662,arquitecto
474126,Veronica,Gutierrez,3069754,True,0.1,cccc@hotmail.com,4970449,desarrollador junior
281295,Andres,Perez,3828804,True,0.1,dddd@hotmail.com,4803915,arquitecto
293030,Mauricio,Urrego,3297422,True,0.1,bbbb@hotmail.com,4985708,desarrollador junior
84784,Mauricio,Gonzalez,1995334,True,0.1,aaaa@hotmail.com,4846900,desarrollador junior
93320,Manuela,Gonzalez,1152708,True,0.1,dddd@hotmail.com,4667821,desarrollador junior
178523,Raul,Perez,1939015,True,0.1,bbbb@hotmail.com,4941648,desarrollador junior
21320,Kelly,Urrego,2992126,True,0.1,bbbb@hotmail.com,4759278,desarrollador senior
321666,Veronica,Peralta,2871686,True,0.1,bbbb@hotmail.com,4884856,arquitecto
479371,Juan,Gutierrez,3590601,True,0.1,aaaa@hotmail.com,4888865,desarrollador senior
313364,Kelly,Gutierrez,3754572,True,0.1,bbbb@hotmail.com,5040573,arquitecto
314979,Kelly,Perez,1047912,True,0.1,cccc@hotmail.com,4985631,desarrollador senior
112458,Veronica,Urrego,4239815,True,0.1,bbbb@hotmail.com,4775020,desarrollador junior
43216,Juan,Perez,4417126,True,0.1,aaaa@hotmail.com,4974960,arquitecto
326857,Mauricio,Gomez,3851742,True,0.1,cccc@hotmail.com,4728184,desarrollador senior
384061,Manuela,Urrego,4346348,True,0.1,dddd@hotmail.com,5062676,desarrollador junior
285126,Mauricio,Gutierrez,1725912,True,0.1,bbbb@hotmail.com,4820073,desarrollador senior
30214,Kelly,Peralta,1508743,True,0.1,bbbb@hotmail.com,4669691,desarrollador junior
211448,Mauricio,Gutierrez,2474901,True,0.1,bbbb@hotmail.com,4809841,desarrollador junior
454841,Raul,Peralta,1024901,True,0.1,dddd@hotmail.com,4773902,desarrollador senior
175966,Veronica,Perez,3773309,True,0.1,aaaa@hotmail.com,4711276,desarrollador junior
200914,Kelly,Peralta,2576422,True,0.1,cccc@hotmail.com,4788993,desarrollador senior
81669,Kelly,Peralta,4597965,True,0.1,aaaa@hotmail.com,4748140,desarrollador senior
319159,Kelly,Gutierrez,2602761,True,0.1,cccc@hotmail.com,4634635,desarrollador senior
116589,Andres,Gonzalez,4551340,True,0.1,cccc@hotmail.com,4699545,desarrollador senior
99365,Ana,Urrego,3547649,True,0.1,aaaa@hotmail.com,4925089,desarrollador senior
43054,Manuela,Montoya,2351624,True,0.1,bbbb@hotmail.com,5023742,arquitecto
187334,Veronica,Gonzalez,2527664,True,0.1,aaaa@hotmail.com,4694917,desarrollador senior
353526,Pablo,Peralta,2112301,True,0.1,cccc@hotmail.com,4912081,desarrollador junior
381128,Raul,Perez,4675342,True,0.1,aaaa@hotmail.com,4773772,desarrollador junior
93846,Kelly,Gutierrez,2206284,True,0.1,aaaa@hotmail.com,4647031,desarrollador junior
92657,Veronica,Peralta,2977126,True,0.1,cccc@hotmail.com,4701659,desarrollador junior
115801,Pablo,Peralta,3829180,True,0.1,cccc@hotmail.com,4969804,desarrollador junior
9337,Pablo,Gonzalez,1586336,True,0.1,aaaa@hotmail.com,4856529,desarrollador junior
387408,Raul,Gutierrez,1549008,True,0.1,dddd@hotmail.com,4818784,desarrollador junior
218244,Raul,Urrego,3369614,True,0.1,cccc@hotmail.com,4768770,desarrollador senior
444603,Pablo,Peralta,2282840,True,0.1,aaaa@hotmail.com,5052335,arquitecto
3270,Mauricio,Gonzalez,1859817,True,0.1,aaaa@hotmail.com,4846723,arquitecto
259462,Veronica,Peralta,1458852,True,0.1,dddd@hotmail.com,5059695,desarrollador junior
92074,Ana,Gutierrez,2783121,True,0.1,bbbb@hotmail.com,5069781,arquitecto
336716,Veronica,Perez,1424475,True,0.1,cccc@hotmail.com,4850605,arquitecto
135367,Juan,Urrego,1868751,True,0.1,dddd@hotmail.com,4648347,desarrollador junior
257947,Mauricio,Gonzalez,4871770,True,0.1,dddd@hotmail.com,4744349,arquitecto
309247,Veronica,Montoya,2296970,True,0.1,bbbb@hotmail.com,4762718,arquitecto
405715,Pablo,Gomez,3787536,True,0.1,bbbb@hotmail.com,4713240,arquitecto
480986,Raul,Gonzalez,2708501,True,0.1,cccc@hotmail.com,4990605,desarrollador senior
180774,Pablo,Montoya,1238716,True,0.1,cccc@hotmail.com,4600694,arquitecto
420146,Ana,Perez,3431901,True,0.1,bbbb@hotmail.com,4801958,desarrollador senior
322565,Kelly,Perez,3828149,True,0.1,aaaa@hotmail.com,4695931,desarrollador senior
374790,Andres,Peralta,2399683,True,0.1,dddd@hotmail.com,4607568,desarrollador senior
480743,Juan,Gutierrez,4190113,True,0.1,cccc@hotmail.com,4975906,arquitecto
342392,Raul,Gomez,4763623,True,0.1,aaaa@hotmail.com,4702308,arquitecto
272705,Ana,Montoya,3378869,True,0.1,aaaa@hotmail.com,4856996,arquitecto
305633,Kelly,Gonzalez,2737113,True,0.1,dddd@hotmail.com,4902619,desarrollador senior
187514,Pablo,Urrego,1653331,True,0.1,dddd@hotmail.com,4995381,desarrollador junior
361127,Andres,Gomez,2870885,True,0.1,bbbb@hotmail.com,4877354,arquitecto
361760,Andres,Perez,3750406,True,0.1,cccc@hotmail.com,4795016,desarrollador junior
390058,Manuela,Gonzalez,3787196,True,0.1,dddd@hotmail.com,4737233,arquitecto
370843,Raul,Montoya,3023986,True,0.1,cccc@hotmail.com,4776808,desarrollador junior
483407,Kelly,Montoya,4659157,True,0.1,aaaa@hotmail.com,5067438,desarrollador senior
179765,Mauricio,Montoya,3576857,True,0.1,aaaa@hotmail.com,4936139,desarrollador junior
480241,Isabel,Gutierrez,1169897,True,0.1,dddd@hotmail.com,4960423,desarrollador junior
358139,Juan,Peralta,4509391,True,0.1,aaaa@hotmail.com,4613774,arquitecto
278783,Ana,Urrego,3195258,True,0.1,cccc@hotmail.com,4638893,arquitecto
214897,Manuela,Gomez,4406010,True,0.1,cccc@hotmail.com,4888331,desarrollador senior
357129,Kelly,Gutierrez,4230147,True,0.1,bbbb@hotmail.com,4789925,desarrollador junior
303991,Raul,Perez,4209593,True,0.1,bbbb@hotmail.com,4984985,desarrollador junior
290886,Isabel,Montoya,1853863,True,0.1,aaaa@hotmail.com,4915959,desarrollador senior
188178,Kelly,Urrego,2130513,True,0.1,cccc@hotmail.com,4876790,arquitecto
225584,Juan,Peralta,4215523,True,0.1,bbbb@hotmail.com,5079277,desarrollador junior
355169,Manuela,Gutierrez,1998191,True,0.1,cccc@hotmail.com,4808327,arquitecto
364631,Mauricio,Gomez,3623904,True,0.1,aaaa@hotmail.com,4865467,desarrollador senior
85437,Pablo,Gutierrez,2298450,True,0.1,aaaa@hotmail.com,4811112,desarrollador junior
159760,Manuela,Montoya,4091557,True,0.1,bbbb@hotmail.com,4977562,desarrollador senior
261080,Raul,Gutierrez,2797720,True,0.1,aaaa@hotmail.com,4879423,desarrollador senior
54708,Raul,Perez,4717577,True,0.1,dddd@hotmail.com,4964946,desarrollador junior
19175,Kelly,Peralta,2240944,True,0.1,cccc@hotmail.com,4654489,arquitecto
211428,Pablo,Urrego,1312917,True,0.1,dddd@hotmail.com,4613153,desarrollador junior
